Driver,Age,AnnualSalary
21811,43,59299.17
21812,56,31102.56
21813,42,65742.96
21814,57,54187.17
21815,47,65953.37
21816,52,75786.21
21817,51,79088.12
21818,49,51074.52
21819,54,42445.08
21820,42,82713.44
21821,42,85299.12
21822,49,81761.19
21823,33,78213.87
21824,36,59458.42
21825,45,52299.63
21826,54,88969.07
21827,25,31256.71
21828,44,36188.76
21829,40,74993.4
21830,32,32622.79
21831,36,48566.43
21832,53,83268.93
21833,56,63332.38
21834,33,70610.59
21835,57,57768.75
21836,42,89310.41
21837,56,89528.32
21838,57,66753.92
21839,52,77925.64
21840,34,53086.67
21841,50,63565.78
21842,43,61491.63
21843,27,66063.2
21844,39,45591.49
21845,55,80918.89
21846,41,65255.36
21847,52,32469.54
21848,53,42863.85
21849,58,43568.86
21850,40,37221.24
21851,31,63010.29
21852,26,84502.93
21853,37,88371.39
21854,46,38770.92
21855,50,45903.53
21856,46,72031.47
21857,35,61365.83
21858,39,64019.58
21859,28,41796.82
21860,26,46431.12
21861,42,57239.87
21862,50,75416.85
21863,28,51686.77
21864,50,89669.3
21865,57,37915.63
21866,34,32191.56
21867,25,66453.75
21868,31,36830.33
21869,45,77603.06
21870,39,89670.36
21871,32,55410.75
21872,54,71100.69
21873,30,47712.78
21874,47,36737.78
21875,43,73848.45
21876,52,48497.56
21877,49,49941.18
21878,49,52690.82
21879,31,77275.98
21880,36,66477.07
21881,41,53462.52
21882,33,44299.04
21883,44,89079.68
21884,34,48847.71
21885,27,65440.37
21886,45,32094.16
21887,38,59730.12
21888,50,75899.04
21889,35,58627.51
21890,44,81682.6
21891,59,40643.55
21892,53,87809.16
21893,30,33290.04
21894,53,35450.4
21895,28,54045.59
21896,27,64317.79
21897,29,38348.52
21898,40,46754.19
21899,31,80646.04
21900,47,49121.96
21901,25,81011.4
21902,32,61367.65
21903,40,56566.34
21904,29,51697.8
21905,45,79406.11
21906,43,45529.15
21907,50,44914.2
21908,37,81611.84
21909,32,79749.2
21910,33,41058.12
21911,49,63532.67
21912,49,41059.75
21913,59,88023.48
21914,47,36118.32
21915,35,78310.09
21916,54,41379.88
21917,28,68642.29
21918,48,88676.6
21919,41,65263.02
21920,28,63265.43
21921,52,46173.08
21922,36,67256.59
21923,32,82546.73
21924,45,70347.38
21925,39,80257.4
21926,49,46335.9
21927,26,83388.31
21928,58,75542.64
21929,47,32844.45
21930,58,87865.23
21931,57,88650.57
21932,33,43949.95
21933,26,39620.1
21934,55,64040.25
21935,54,80571.17
21936,60,74145.18
21937,26,75288.9
21938,46,70752.88
21939,30,87137.85
21940,46,55248.24
21941,51,73624.0
21942,36,70515.76
21943,33,60517.51
21944,29,42183.52
21945,41,86056.0
21946,48,46652.15
21947,44,37848.57
21948,46,54916.91
21949,30,32721.92
21950,48,77055.56
21951,47,61476.55
21952,56,69252.95
21953,29,51116.79
21954,42,58311.17
21955,59,31101.56
21956,35,57260.09
21957,60,43429.75
21958,50,77837.8
21959,46,56150.61
21960,29,53292.92
21961,25,70700.1
21962,46,64201.42
21963,55,48143.58
21964,59,33846.83
21965,49,74994.9
21966,27,88519.96
21967,60,78118.16
21968,48,76526.23
21969,60,58548.99
21970,39,46233.61
21971,55,77727.44
21972,26,63559.98
21973,53,34628.86
21974,58,70356.02
21975,59,61741.32
21976,29,39073.04
21977,50,65205.08
21978,60,37985.76
21979,47,36615.92
21980,59,36976.74
21981,59,81162.08
21982,58,83584.23
21983,36,81560.78
21984,40,37849.67
21985,38,36304.88
21986,27,80848.11
21987,50,52494.77
21988,36,45637.56
21989,42,43759.72
21990,33,67388.17
21991,59,67886.32
21992,54,51049.27
21993,33,60560.88
21994,33,67063.27
21995,29,36579.67
21996,59,60930.11
21997,47,82561.67
21998,50,89636.91
21999,42,50766.09
22000,56,33547.59
22001,60,59662.3
22002,52,48246.72
22003,42,45870.9
22004,43,50411.02
22005,53,66442.13
22006,56,43702.88
22007,54,68149.55
22008,27,64461.0
22009,40,82317.75
22010,40,51806.29
22011,46,65624.45
22012,55,79849.89
22013,46,43977.23
22014,26,40540.2
22015,50,55570.85
22016,41,34277.38
22017,32,88520.6
22018,56,63621.06
22019,52,42285.41
22020,46,39037.91
22021,41,71867.19
22022,29,47912.99
22023,31,35801.53
22024,52,78150.35
22025,59,34460.13
22026,25,57202.5
22027,58,38715.28
22028,51,37946.33
22029,47,61594.04
22030,29,86392.33
22031,55,33466.7
22032,32,33875.53
22033,54,58782.16
22034,47,52351.51
22035,34,72881.09
22036,55,53030.88
22037,38,57150.42
22038,34,72286.82
22039,29,47756.53
22040,56,59694.75
22041,54,62752.47
22042,37,87976.05
22043,28,81283.47
22044,31,72924.68
22045,60,63925.03
22046,27,72390.33
22047,27,44139.8
22048,48,53197.25
22049,59,50390.19
22050,41,74362.84
22051,28,73640.8
22052,34,64922.8
22053,40,70201.11
22054,38,44242.48
22055,25,54215.37
22056,49,77950.33
22057,31,39939.65
22058,47,87023.96
22059,54,81935.31
22060,26,37422.57
22061,37,74990.81
22062,49,77683.54
22063,59,42814.62
22064,46,84463.46
22065,42,41440.46
22066,39,60484.96
22067,46,77154.82
22068,38,83063.47
22069,30,40250.56
22070,36,68853.03
22071,47,33354.65
22072,58,75754.0
22073,32,84898.62
22074,35,63381.96
22075,25,84457.81
22076,53,77293.92
22077,33,64017.11
22078,57,42134.7
22079,45,30031.53
22080,31,52236.63
22081,56,42932.46
22082,44,34241.77
22083,32,65161.66
22084,42,83090.75
22085,59,46937.36
22086,29,58513.61
22087,48,53407.21
22088,56,89608.2
22089,29,63284.36
22090,44,44429.08
22091,39,48923.09
22092,53,76968.69
22093,53,36147.67
22094,43,31717.05
22095,26,47950.46
22096,26,32577.44
22097,52,39106.42
22098,54,76949.03
22099,47,44430.63
22100,27,65198.83
22101,36,45685.08
22102,48,50925.48
22103,51,79928.52
22104,30,43327.53
22105,29,66044.82
22106,36,78482.18
22107,48,33330.55
22108,53,63220.52
22109,26,62645.75
22110,39,82526.29
22111,44,81761.24
22112,34,85655.73
22113,26,39352.23
22114,46,40938.46
22115,39,72833.21
22116,58,87326.16
22117,58,62117.21
22118,57,50925.28
22119,44,50506.07
22120,52,35419.86
22121,48,83346.59
22122,53,83328.68
22123,39,79293.58
22124,46,37406.44
22125,43,85768.71
22126,38,35653.11
22127,32,38200.36
22128,33,35672.57
22129,29,57677.89
22130,25,56216.02
22131,46,61652.55
22132,49,74092.47
22133,46,59937.2
22134,39,59071.63
22135,51,89204.94
22136,56,78400.67
22137,29,64228.32
22138,37,86461.62
22139,41,66629.76
22140,48,73016.69
22141,42,42037.22
22142,27,69449.22
22143,49,36978.25
22144,57,66443.16
22145,38,58478.04
22146,59,68725.45
22147,25,64439.34
22148,55,87967.53
22149,37,54656.74
22150,55,57362.58
22151,48,47221.07
22152,25,55577.71
22153,58,30756.16
22154,54,85365.42
22155,26,88735.05
22156,40,34177.9
22157,29,75107.19
22158,53,88759.09
22159,44,31098.9
22160,49,84566.6
22161,31,87982.71
22162,35,38039.4
22163,44,58254.14
22164,28,40196.49
22165,32,79296.17
22166,26,41022.22
22167,28,55576.35
22168,56,47734.42
22169,58,73267.99
22170,33,78712.62
22171,37,44693.8
22172,44,67963.63
22173,45,81091.87
22174,58,46488.61
22175,33,35596.8
22176,41,54370.12
22177,46,48129.07
22178,41,62343.64
22179,47,72143.53
22180,59,57242.08
22181,44,40374.5
22182,29,53766.74
22183,57,44741.38
22184,29,89084.63
22185,40,71794.84
22186,57,50001.89
22187,60,44301.67
22188,59,39742.07
22189,34,38715.36
22190,31,86127.56
22191,28,75763.3
22192,35,80017.71
22193,58,68425.98
22194,43,61083.71
22195,29,45320.17
22196,48,44011.11
22197,55,73759.36
22198,44,57872.29
22199,36,37536.19
22200,39,64643.42
22201,56,77422.25
22202,40,36145.6
22203,49,64289.8
22204,59,77132.62
22205,37,42013.46
22206,47,62559.89
22207,38,30841.1
22208,51,77793.98
22209,36,79724.14
22210,26,33999.65
22211,58,61609.55
22212,41,75312.54
22213,51,32365.0
22214,56,56178.05
22215,35,34402.0
22216,40,88241.16
22217,52,43960.05
22218,33,36886.65
22219,40,43834.11
22220,58,32873.52
22221,36,82012.71
22222,43,51360.19
22223,54,37071.53
22224,52,30838.21
22225,55,60610.11
22226,47,73085.92
22227,60,59686.99
22228,48,77888.84
22229,50,49844.44
22230,30,65400.7
22231,25,65738.99
22232,53,36392.92
22233,59,36756.15
22234,42,32773.95
22235,30,41412.41
22236,38,58669.73
22237,49,50521.1
22238,30,73697.54
22239,36,40039.45
22240,34,66806.7
22241,50,82662.08
22242,30,73739.87
22243,57,73447.85
22244,27,76802.82
22245,33,60962.03
22246,51,46684.67
22247,59,36112.4
22248,33,83291.03
22249,39,57407.39
22250,49,71810.99
22251,31,56677.51
22252,49,80001.19
22253,44,72653.53
22254,45,86077.86
22255,39,46261.74
22256,52,84155.14
22257,55,53544.55
22258,34,76195.46
22259,38,46841.52
22260,47,60356.33
22261,60,37798.35
22262,59,44126.48
22263,48,58430.98
22264,45,31164.23
22265,59,32218.86
22266,50,43988.66
22267,59,48116.52
22268,52,61088.71
22269,48,87641.21
22270,38,69363.3
22271,29,77788.58
22272,44,38450.97
22273,58,40975.49
22274,32,40004.81
22275,50,82069.55
22276,33,81764.68
22277,35,88572.58
22278,54,81591.36
22279,32,36792.59
22280,41,51183.51
22281,57,76118.92
22282,52,52139.11
22283,31,78315.35
22284,59,35802.35
22285,42,54071.02
22286,26,35385.22
22287,30,34002.98
22288,48,49103.45
22289,41,32811.88
22290,60,79971.42
22291,30,70146.45
22292,49,75180.63
22293,57,55967.24
22294,57,88978.24
22295,34,61447.11
22296,30,47184.3
22297,36,60419.94
22298,53,42795.76
22299,40,80904.38
22300,57,79904.9
22301,39,83365.46
22302,47,45013.55
22303,29,86578.95
22304,28,88634.09
22305,44,54780.56
22306,45,63248.24
22307,45,33423.38
22308,39,44481.66
22309,26,32811.13
22310,42,85094.87
22311,46,49230.09
22312,37,79660.5
22313,44,61737.12
22314,43,46669.8
22315,58,68635.39
22316,48,52728.91
22317,31,87394.04
22318,25,87585.64
22319,36,32591.07
22320,49,71433.24
22321,26,32965.56
22322,29,44784.28
22323,37,82834.4
22324,49,68948.61
22325,55,51186.0
22326,60,46890.53
22327,54,72003.31
22328,40,87548.5
22329,57,35019.9
22330,46,82813.96
22331,59,45406.43
22332,50,73085.62
22333,39,78634.45
22334,35,42653.53
22335,44,66788.48
22336,25,74881.45
22337,53,74780.76
22338,41,37365.45
22339,49,84963.74
22340,38,33802.53
22341,29,30158.98
22342,38,62323.02
22343,55,46400.3
22344,58,33188.13
22345,27,56215.03
22346,46,69314.07
22347,46,30268.06
22348,38,45963.22
22349,56,58525.18
22350,53,64945.81
22351,35,86016.24
22352,39,34118.45
22353,40,66456.01
22354,41,76341.84
22355,56,52285.14
22356,44,86999.75
22357,25,62806.37
22358,59,43052.91
22359,37,42496.66
22360,52,39342.8
22361,30,56068.29
22362,31,52875.16
22363,39,59346.01
22364,48,33031.09
22365,49,31873.49
22366,50,61675.04
22367,51,65619.74
22368,46,80098.6
22369,38,47900.08
22370,53,76402.97
22371,30,67547.74
22372,35,36475.18
22373,48,78841.25
22374,41,55119.47
22375,44,66138.98
22376,36,76627.68
22377,33,65416.68
22378,31,69392.79
22379,26,38013.53
22380,42,49874.43
22381,46,67776.52
22382,28,35722.89
22383,51,48590.33
22384,31,31682.89
22385,30,31187.62
22386,46,49120.7
22387,50,59684.52
22388,31,70709.45
22389,45,80991.21
22390,32,70486.72
22391,59,39752.48
22392,57,44687.44
22393,26,78221.46
22394,39,54067.64
22395,32,47629.22
22396,48,63334.87
22397,46,53255.73
22398,31,54020.23
22399,34,66601.1
22400,44,42741.28
22401,38,36309.89
22402,55,46096.08
22403,44,35936.74
22404,32,36642.17
22405,44,37644.6
22406,46,34849.09
22407,37,36838.85
22408,52,38799.71
22409,57,30801.95
22410,48,63954.47
22411,40,71804.4
22412,52,83783.66
22413,45,49349.8
22414,35,61466.99
22415,54,43079.4
22416,54,60356.11
22417,53,84404.24
22418,50,52738.7
22419,40,33331.27
22420,31,63917.92
22421,60,62878.43
22422,31,38627.98
22423,42,85835.25
22424,25,88559.39
22425,38,53011.45
22426,28,31212.84
22427,33,38620.18
22428,52,80195.1
22429,38,64014.34
22430,28,68092.39
22431,37,72962.36
22432,35,79678.46
22433,26,79719.23
22434,57,44876.18
22435,58,35904.98
22436,51,39969.25
22437,59,35360.51
22438,32,80051.47
22439,41,62672.46
22440,45,32474.88
22441,45,89987.1
22442,34,85557.91
22443,51,39534.9
22444,54,62892.86
22445,25,30408.85
22446,43,42252.58
22447,47,55236.91
22448,56,86363.61
22449,29,54708.21
22450,26,60808.6
22451,39,61531.56
22452,50,41924.03
22453,36,33717.97
22454,50,84951.95
22455,25,34037.06
22456,31,81940.16
22457,59,67939.62
22458,41,82403.66
22459,35,58683.99
22460,41,81713.27
22461,42,58385.73
22462,36,89069.16
22463,28,35299.78
22464,25,35721.07
22465,45,52741.47
22466,45,68582.53
22467,44,38770.54
22468,43,76405.67
22469,27,57560.57
22470,32,64089.54
22471,54,62886.94
22472,35,78855.75
22473,40,52941.89
22474,38,53944.11
22475,28,63240.14
22476,60,33924.01
22477,53,67751.98
22478,33,62566.57
22479,47,38099.55
22480,46,69785.54
22481,31,89385.15
22482,59,45948.41
22483,31,31640.19
22484,30,62809.78
22485,27,56587.52
22486,35,63725.84
22487,31,42651.55
22488,47,83998.11
22489,39,35807.07
22490,30,42267.58
22491,30,59577.89
22492,47,66331.49
22493,59,63268.09
22494,52,66749.7
22495,58,57769.82
22496,60,87912.97
22497,34,84346.56
22498,28,65369.2
22499,57,64826.67
22500,59,49409.69
22501,50,39087.01
22502,43,82508.17
22503,43,45148.9
22504,42,85171.82
22505,41,51738.85
22506,26,31012.01
22507,25,60729.2
22508,34,61775.83
22509,58,82113.88
22510,44,41756.33
22511,31,51195.0
22512,40,52625.55
22513,49,37722.44
22514,43,36703.16
22515,44,76269.75
22516,49,57627.92
22517,54,72113.76
22518,51,78005.0
22519,30,64682.18
22520,36,50939.95
22521,44,60764.74
22522,39,46093.06
22523,47,47861.19
22524,56,77496.35
22525,60,76033.96
22526,45,41938.83
22527,28,49518.78
22528,28,55921.03
22529,31,43034.73
22530,41,42848.96
22531,50,45736.27
22532,27,57812.36
22533,54,63267.56
22534,40,72885.13
22535,32,40840.89
22536,48,69834.59
22537,55,39982.29
22538,41,78750.25
22539,41,43604.97
22540,35,79825.94
22541,44,37098.05
22542,59,84319.55
22543,37,78933.7
22544,29,54383.11
22545,49,54749.25
22546,39,43398.27
22547,46,31775.55
22548,50,82209.73
22549,47,68654.24
22550,55,68289.32
22551,35,42397.15
22552,51,59304.39
22553,48,82724.63
22554,60,73446.65
22555,39,45951.39
22556,46,37225.84
22557,52,30508.83
22558,59,68899.73
22559,28,72779.29
22560,51,52133.71
22561,36,61314.28
22562,27,53939.72
22563,40,37058.71
22564,42,63890.84
22565,34,67333.5
22566,52,51522.59
22567,43,48697.0
22568,53,45636.38
22569,48,83295.28
22570,50,61571.83
22571,60,30929.24
22572,35,53648.13
22573,35,87087.07
22574,48,77772.12
22575,32,76141.98
22576,28,78866.08
22577,45,37601.28
22578,36,78832.42
22579,34,89181.51
22580,48,63253.85
22581,34,46144.75
22582,42,63645.52
22583,47,43995.47
22584,59,63115.41
22585,36,47552.73
22586,25,48599.92
22587,32,72474.16
22588,50,51108.41
22589,55,67658.77
22590,53,54483.31
22591,27,69003.62
22592,50,43481.67
22593,59,32468.69
22594,55,89335.33
22595,46,37844.57
22596,35,72096.16
22597,58,72388.69
22598,27,70986.8
22599,42,80335.8
22600,33,86101.62
22601,30,80475.58
22602,58,82520.36
22603,53,54838.79
22604,25,87424.26
22605,47,41690.01
22606,26,55166.09
22607,40,37407.21
22608,49,46349.89
22609,52,59691.01
22610,50,81701.52
22611,43,89565.0
22612,32,64535.68
22613,32,68232.36
22614,46,85579.64
22615,45,44939.14
22616,25,77168.14
22617,59,74335.93
22618,45,64833.52
22619,39,30198.41
22620,30,48378.69
22621,32,70232.53
22622,55,54614.21
22623,47,32739.82
22624,47,44543.32
22625,43,70990.2
22626,45,41277.48
22627,39,41206.74
22628,41,61175.24
22629,29,77975.87
22630,36,56113.18
22631,34,71829.68
22632,50,60649.8
22633,60,72825.64
22634,26,55095.14
22635,54,61043.94
22636,56,52424.54
22637,44,63350.43
22638,31,51461.4
22639,59,50931.88
22640,39,61229.02
22641,34,76373.41
22642,43,67780.51
22643,34,81830.14
22644,46,78347.78
22645,44,61886.31
22646,27,44178.91
22647,46,45957.39
22648,57,61663.56
22649,47,43218.2
22650,56,86009.44
22651,41,55940.77
22652,58,35804.74
22653,28,65169.6
22654,59,74279.4
22655,45,33120.87
22656,42,59510.75
22657,46,89296.26
22658,26,86541.81
22659,60,83768.76
22660,43,57086.51
22661,48,46930.14
22662,50,50000.26
22663,51,61274.81
22664,54,75701.85
22665,41,85644.84
22666,43,71065.22
22667,34,84091.4
22668,55,36660.41
22669,26,70896.02
22670,50,79776.38
22671,29,86090.89
22672,45,77129.17
22673,52,82277.4
22674,53,79807.53
22675,43,30721.07
22676,31,49986.29
22677,55,41406.74
22678,30,41907.44
22679,43,63001.91
22680,31,48360.33
22681,47,66576.69
22682,43,44843.49
22683,46,36857.56
22684,36,48329.7
22685,41,57900.38
22686,42,80015.83
22687,29,47002.14
22688,39,82876.39
22689,52,57845.63
22690,29,76244.68
22691,45,76706.44
22692,52,37134.32
22693,53,46242.75
22694,46,77275.86
22695,54,50410.26
22696,55,36655.82
22697,42,31164.44
22698,47,47399.81
22699,35,87299.77
22700,53,49163.36
22701,55,37694.2
22702,37,54666.76
22703,50,58587.53
22704,32,60946.14
22705,54,79322.86
22706,49,81053.63
22707,35,77386.89
22708,60,63486.11
22709,56,87830.62
22710,41,49025.0
22711,31,59240.15
22712,44,34078.3
22713,49,47378.73
22714,45,80658.64
22715,41,33669.69
22716,39,36984.37
22717,34,42533.01
22718,39,50470.45
22719,50,57528.13
22720,57,56768.32
22721,35,41940.07
22722,47,35573.52
22723,52,70812.68
22724,40,68218.52
22725,53,41455.37
22726,58,41401.95
22727,59,82473.51
22728,31,49636.11
22729,49,35211.23
22730,31,44173.29
22731,39,89054.54
22732,49,64337.24
22733,56,53237.29
22734,43,84846.62
22735,36,72749.65
22736,56,51528.8
22737,56,45188.83
22738,37,38324.05
22739,30,85543.07
22740,53,62499.22
22741,33,75219.37
22742,45,80441.36
22743,45,88237.74
22744,29,59016.17
22745,27,30709.44
22746,60,85024.84
22747,45,36466.17
22748,46,49834.82
22749,51,73716.78
22750,60,67996.48
22751,59,74487.79
22752,25,61783.52
22753,51,55634.02
22754,43,87843.71
22755,43,45995.67
22756,59,56170.99
22757,30,50424.21
22758,32,30182.74
22759,31,38356.43
22760,38,60004.98
22761,34,38142.4
22762,56,67439.94
22763,47,80219.2
22764,30,67449.82
22765,59,84021.17
22766,27,38788.57
22767,60,51404.29
22768,28,37555.12
22769,33,45965.5
22770,53,61726.73
22771,47,35605.86
22772,54,78316.73
22773,51,78619.13
22774,49,67879.07
22775,37,37194.68
22776,58,74951.55
22777,54,61148.32
22778,57,39285.72
22779,56,34292.03
22780,40,34612.43
22781,53,47323.3
22782,27,47232.88
22783,49,81943.64
22784,25,69040.56
22785,29,77568.37
22786,53,55567.2
22787,38,61081.6
22788,53,88474.52
22789,52,62292.35
22790,50,54866.33
22791,46,55534.88
22792,50,70369.05
22793,59,73875.13
22794,57,74544.23
22795,29,67402.14
22796,28,80473.03
22797,60,61910.31
22798,34,73426.75
22799,39,39073.43
22800,26,75206.63
22801,52,61622.6
22802,57,53083.76
22803,25,81903.6
22804,53,85964.21
22805,50,38808.65
22806,49,66426.35
22807,54,83728.58
22808,34,39163.3
22809,43,51767.11
22810,53,81560.72
22811,56,73661.37
22812,49,60677.89
22813,60,49186.17
22814,47,79467.04
22815,36,77699.63
22816,29,63149.39
22817,46,35808.81
22818,38,87877.68
22819,38,77877.83
22820,44,79382.35
22821,57,87694.23
22822,59,60184.47
22823,47,59337.61
22824,56,54471.28
22825,35,87061.96
22826,51,43542.87
22827,45,41502.81
22828,35,53535.03
22829,35,66318.33
22830,49,70424.04
22831,39,88483.12
22832,46,46010.21
22833,43,30158.1
22834,29,60945.24
22835,34,31553.1
22836,26,87565.31
22837,60,63021.7
22838,57,40148.82
22839,37,66672.41
22840,54,84055.9
22841,47,34335.7
22842,48,65603.99
22843,50,80998.46
22844,29,86892.0
22845,44,47815.12
22846,27,82639.12
22847,32,53100.92
22848,32,59746.72
22849,54,55926.11
22850,50,81146.52
22851,27,60286.13
22852,25,35262.91
22853,37,80370.62
22854,36,31775.62
22855,52,76880.56
22856,54,33198.42
22857,50,57589.89
22858,29,82226.11
22859,30,39061.81
22860,42,82392.47
22861,35,44885.37
22862,36,37192.86
22863,57,68676.59
22864,32,87834.06
22865,45,68389.55
22866,38,51193.65
22867,33,42269.89
22868,44,79809.92
22869,32,78584.6
22870,29,58706.86
22871,56,30519.51
22872,25,62634.9
22873,58,73146.88
22874,32,40392.39
22875,36,65951.62
22876,34,40562.59
22877,28,37503.01
22878,45,49383.99
22879,36,75516.79
22880,32,37580.45
22881,33,40910.86
22882,50,56595.3
22883,49,39172.39
22884,27,32861.91
22885,35,71190.73
22886,35,45308.81
22887,43,52128.55
22888,60,47487.78
22889,34,38300.63
22890,55,69325.8
22891,59,43613.33
22892,46,69575.01
22893,58,79873.16
22894,33,69985.38
22895,38,51766.57
22896,55,65422.3
22897,41,58259.76
22898,48,77242.19
22899,35,71776.2
22900,38,69673.18
22901,50,38273.92
22902,42,44642.27
22903,59,58423.77
22904,34,71538.56
22905,57,72689.08
22906,55,76973.39
22907,34,30670.28
22908,43,69260.39
22909,48,71761.08
22910,49,41348.39
22911,27,85220.24
22912,48,44027.74
22913,34,42105.39
22914,55,31789.92
22915,43,61235.54
22916,37,61883.77
22917,30,35640.39
22918,29,54229.51
22919,29,60557.93
22920,55,30968.76
22921,39,46593.59
22922,25,83209.74
22923,45,73008.66
22924,58,44471.68
22925,40,65148.54
22926,26,59457.93
22927,59,42734.45
22928,41,60404.56
22929,47,84373.41
22930,26,76186.02
22931,25,81728.22
22932,38,70104.7
22933,46,62616.32
22934,31,37306.93
22935,25,31087.87
22936,45,33474.17
22937,51,58244.69
22938,38,44341.07
22939,58,68414.69
22940,33,62674.96
22941,39,69699.34
22942,44,39485.63
22943,47,52604.95
22944,52,62790.65
22945,46,55622.69
22946,51,61733.97
22947,36,67588.79
22948,25,54157.7
22949,60,76715.11
22950,29,69094.04
22951,52,76547.43
22952,34,33841.51
22953,56,43758.38
22954,43,64659.11
22955,52,41058.71
22956,50,67235.1
22957,32,79390.57
22958,58,57021.43
22959,55,84544.39
22960,45,64854.78
22961,52,67727.61
22962,31,33914.63
22963,56,57733.92
22964,57,50280.77
22965,35,70236.36
22966,57,44162.46
22967,45,46283.99
22968,59,88553.9
22969,40,57266.75
22970,29,79906.7
22971,39,44650.95
22972,47,42920.96
22973,30,70893.25
22974,32,79942.14
22975,25,69372.31
22976,44,54556.1
22977,40,71544.71
22978,36,39652.73
22979,33,30951.18
22980,36,78991.29
22981,58,85553.86
22982,34,89937.15
22983,50,82474.66
22984,29,39459.17
22985,54,87527.76
22986,28,85832.42
22987,38,60431.89
22988,36,53219.88
22989,38,46574.22
22990,26,76660.15
22991,45,41054.34
22992,45,48566.45
22993,59,33454.77
22994,25,70874.64
22995,29,41148.6
22996,58,70219.13
22997,46,33955.32
22998,46,65174.58
22999,39,47907.79
23000,53,87670.28
23001,53,55295.25
23002,59,89332.74
23003,54,63042.06
23004,45,46940.15
23005,29,37042.52
23006,47,77108.43
23007,39,83059.94
23008,53,81496.75
23009,52,70070.39
23010,56,79881.0
23011,25,48617.05
23012,28,72290.48
23013,58,37155.79
23014,45,38878.95
23015,33,72223.02
23016,26,45171.59
23017,58,33838.04
23018,47,60765.87
23019,36,31055.87
23020,50,51374.67
23021,39,81831.5
23022,27,41627.58
23023,35,82038.76
23024,57,43055.57
23025,29,71785.9
23026,29,89908.56
23027,40,88180.27
23028,57,32090.56
23029,59,40825.06
23030,51,73472.73
23031,53,87825.59
23032,56,48584.8
23033,43,61379.39
23034,32,30056.29
23035,49,79100.21
23036,37,78661.54
23037,46,40657.71
23038,51,39545.49
23039,57,36267.56
23040,58,88073.51
23041,60,80772.8
23042,44,70228.76
23043,41,62005.62
23044,45,50005.79
23045,28,53039.26
23046,44,60839.73
23047,56,59497.89
23048,30,81180.52
23049,34,67136.68
23050,50,59247.25
23051,43,40701.49
23052,27,62673.95
23053,30,63451.06
23054,51,42875.02
23055,51,78223.3
23056,31,45872.17
23057,35,52074.96
23058,51,88888.74
23059,39,35760.58
23060,51,72297.89
23061,50,62870.75
23062,38,65120.81
23063,38,64692.06
23064,53,61594.6
23065,51,61075.16
23066,28,44928.09
23067,39,59027.16
23068,40,49304.68
23069,54,45820.79
23070,49,32704.88
23071,38,42126.93
23072,34,81725.96
23073,31,46795.04
23074,49,33916.47
23075,31,64993.58
23076,45,55637.08
23077,42,75558.42
23078,42,44078.22
23079,29,77441.52
23080,30,67873.88
23081,43,35581.15
23082,58,52839.26
23083,54,58463.23
23084,34,69225.32
23085,45,52427.82
23086,37,71681.04
23087,31,48162.25
23088,45,79292.88
23089,32,43602.76
23090,49,64232.34
23091,44,69309.96
23092,25,64992.9
23093,32,62400.28
23094,38,77551.4
23095,40,45147.37
23096,47,72237.69
23097,44,62200.28
23098,48,49548.84
23099,28,51868.44
23100,30,36299.65
23101,50,62919.23
23102,45,63384.18
23103,27,89199.14
23104,57,41982.26
23105,34,78357.44
23106,55,44796.64
23107,38,69383.12
23108,57,60071.39
23109,42,61461.52
23110,30,85113.64
23111,39,83094.38
23112,43,40460.88
23113,52,78074.63
23114,29,83874.52
23115,54,77063.79
23116,27,33714.19
23117,58,67126.31
23118,26,40772.29
23119,28,44754.93
23120,37,63268.33
23121,26,54265.57
23122,49,34440.17
23123,41,65369.36
23124,29,42676.96
23125,59,44940.18
23126,37,85041.99
23127,25,62976.53
23128,31,38923.14
23129,56,72794.09
23130,47,50063.06
23131,54,70153.01
23132,30,62850.21
23133,51,58864.6
23134,52,32889.01
23135,36,45215.87
23136,33,87698.6
23137,25,43913.65
23138,26,50749.0
23139,42,41185.4
23140,48,85867.89
23141,29,51222.32
23142,32,71228.37
23143,36,67545.08
23144,35,74749.69
23145,57,54015.66
23146,60,86855.21
23147,29,55989.84
23148,52,89671.73
23149,60,84667.09
23150,57,50237.71
23151,58,80274.53
23152,43,54452.32
23153,31,49616.65
23154,43,35514.97
23155,30,61896.0
23156,32,70072.22
23157,41,72677.55
23158,53,84694.98
23159,59,84738.9
23160,35,30662.99
23161,45,46576.81
23162,42,83750.34
23163,41,50675.65
23164,42,37287.1
23165,59,30146.01
23166,58,49475.8
23167,49,41102.04
23168,49,62178.64
23169,31,35449.19
23170,27,75253.82
23171,58,56026.2
23172,31,78910.1
23173,25,37384.86
23174,52,31448.39
23175,45,71276.82
23176,29,71627.23
23177,59,79076.41
23178,31,57200.77
23179,53,86003.01
23180,36,53024.4
23181,41,63905.43
23182,28,60399.82
23183,52,52843.06
23184,47,83079.03
23185,43,46855.47
23186,60,63465.98
23187,52,80945.06
23188,60,84979.8
23189,44,47786.9
23190,40,36312.85
23191,45,63481.17
23192,30,71961.69
23193,45,38578.78
23194,53,31890.01
23195,40,74676.86
23196,34,50735.55
23197,40,59945.32
23198,59,70320.74
23199,33,33902.16
23200,51,42627.77
23201,53,63762.18
23202,36,70339.27
23203,32,57554.58
23204,31,85526.69
23205,50,39461.82
23206,48,65915.83
23207,48,79472.05
23208,32,65962.56
